Range,Goodput
8862000,0.992
8863000,0.996
8864000,0.991
8865000,0.994
8866000,0.991
8867000,0.993
8868000,0.996
8869000,0.994
8870000,0.997
8871000,0.993
8872000,0.996
8873000,0.997
8874000,0.995
8875000,0.995
8876000,0.99
8877000,0.994
8878000,0.999
8879000,0.996
8880000,0.994
8881000,0.987
8882000,0.997
8883000,0.986
8884000,0.993
8885000,0.995
8886000,0.992
8887000,0.993
8888000,0.994
8889000,0.992
8890000,0.993
8891000,0.994
8892000,0.992
8893000,0.996
8894000,0.99
8895000,0.994
8896000,0.994
8897000,0.991
8898000,0.994
8899000,0.993
8900000,0.988
8901000,0.988
8902000,0.997
8903000,0.986
8904000,0.992
8905000,0.993
8906000,0.993
8907000,0.997
8908000,0.995
8909000,0.991
8910000,0.992
8911000,0.993
8912000,0.996
8913000,0.995
8914000,0.993
8915000,0.996
8916000,0.996
8917000,0.994
8918000,0.989
8919000,0.995
8920000,0.994
8921000,0.991
8922000,0.996
8923000,0.988
8924000,0.996
8925000,0.994
8926000,0.992
8927000,0.998
8928000,0.993
8929000,0.994
8930000,0.994
8931000,0.997
8932000,0.996
8933000,0.994
8934000,0.993
8935000,0.994
8936000,0.992
8937000,0.993
8938000,0.996
8939000,0.995
8940000,0.995
8941000,0.989
8942000,0.996
8943000,0.998
8944000,0.99
8945000,0.994
8946000,0.99
8947000,0.994
8948000,0.997
8949000,0.99
8950000,0.993
8951000,0.992
8952000,0.996
8953000,0.993
8954000,0.994
8955000,0.988
8956000,0.987
8957000,0.992
8958000,0.993
8959000,0.996
8960000,0.997
8961000,0.989
8962000,0.99
8963000,0.992
8964000,0.998
8965000,0.991
8966000,0.997
8967000,0.993
8968000,0.991
8969000,0.995
8970000,0.988
8971000,0.995
8972000,0.996
8973000,0.996
8974000,0.996
8975000,0.994
8976000,0.996
8977000,0.995
8978000,0.993
8979000,0.989
8980000,0.994
8981000,0.995
8982000,0.996
8983000,0.993
8984000,0.99
8985000,0.99
8986000,0.999
8987000,0.993
8988000,0.995
8989000,0.992
8990000,0.993
8991000,0.986
8992000,0.997
8993000,0.993
8994000,0.995
8995000,0.991
8996000,0.993
8997000,0.989
8998000,0.993
8999000,0.996
9000000,0.993
9001000,0.994
9002000,0.994
9003000,0.989
9004000,0.994
9005000,0.997
9006000,0.989
9007000,0.993
9008000,0.993
9009000,0.996
9010000,0.996
9011000,0.994
9012000,0.998
9013000,0.994
9014000,0.993
9015000,0.992
9016000,0.994
9017000,0.995
9018000,0.993
9019000,0.995
9020000,0.993
9021000,0.995
9022000,0.996
9023000,0.993
9024000,0.991
9025000,0.988
9026000,0.991
9027000,0.996
9028000,0.992
9029000,0.993
9030000,0.995
9031000,0.997
9032000,0.996
9033000,0.995
9034000,0.996
9035000,0.994
9036000,0.99
9037000,0.991
9038000,0.988
9039000,0.991
9040000,0.991
9041000,0.996
9042000,0.99
9043000,0.988
9044000,0.995
9045000,0.996
9046000,0.991
9047000,0.992
9048000,0.992
9049000,0.994
9050000,0.994
9051000,0.994
9052000,0.995
9053000,0.991
9054000,0.991
9055000,0.993
9056000,0.992
9057000,0.996
9058000,0.993
9059000,0.997
9060000,0.993
9061000,0.993
9062000,0.993
9063000,0.991
9064000,0.997
9065000,0.996
9066000,0.993
9067000,0.996
9068000,0.996
9069000,0.996
9070000,0.993
9071000,0.99
9072000,0.992
9073000,0.997
9074000,0.994
9075000,0.991
9076000,0.993
9077000,0.991
9078000,0.995
9079000,0.993
9080000,0.995
9081000,0.997
9082000,0.994
9083000,0.992
9084000,0.994
9085000,0.998
9086000,0.993
9087000,0.992
9088000,0.992
9089000,0.997
9090000,0.995
9091000,0.992
9092000,0.997
9093000,0.997
9094000,0.995
9095000,0.993
9096000,0.994
9097000,0.99
9098000,0.996
9099000,0.992
9100000,0.994
9101000,0.992
9102000,0.995
9103000,0.996
9104000,0.997
9105000,0.998
9106000,0.995
9107000,0.993
9108000,0.993
9109000,0.995
9110000,0.994
9111000,0.994
9112000,0.99
9113000,0.994
9114000,0.994
9115000,0.991
9116000,0.992
9117000,0.992
9118000,0.996
9119000,0.996
9120000,0.988
9121000,0.994
9122000,0.993
9123000,0.994
9124000,0.994
9125000,0.994
9126000,0.991
9127000,0.997
9128000,0.997
9129000,0.996
9130000,0.983
9131000,0.996
9132000,0.994
9133000,0.996
9134000,0.998
9135000,0.998
9136000,0.994
9137000,0.993
9138000,0.993
9139000,0.994
9140000,0.994
9141000,0.994
9142000,0.991
9143000,0.995
9144000,0.993
9145000,0.992
9146000,0.99
9147000,0.997
9148000,0.995
9149000,0.995
9150000,0.993
9151000,0.996
9152000,0.993
9153000,0.994
9154000,0.994
9155000,0.995
9156000,0.996
9157000,0.993
9158000,0.993
9159000,0.998
9160000,0.998
9161000,0.991
9162000,0.992
9163000,0.997
9164000,0.994
9165000,0.987
9166000,0.995
9167000,0.993
9168000,0.995
9169000,0.994
9170000,0.991
9171000,0.994
9172000,0.997
9173000,0.994
9174000,0.993
9175000,0.995
9176000,0.989
9177000,0.996
9178000,0.991
9179000,0.991
9180000,0.997
9181000,0.993
9182000,0.992
9183000,0.996
9184000,0.997
9185000,0.988
9186000,0.99
9187000,0.999
9188000,0.993
9189000,0.992
9190000,0.993
9191000,0.991
9192000,0.991
9193000,0.992
9194000,0.998
9195000,0.995
9196000,0.997
9197000,0.995
9198000,0.996
9199000,0.991
9200000,0.992
9201000,0.994
9202000,0.991
9203000,0.996
9204000,0.99
9205000,0.991
9206000,0.999
9207000,0.997
9208000,0.995
9209000,0.995
9210000,0.997
9211000,0.995
9212000,0.994
9213000,0.994
9214000,0.99
9215000,0.994
9216000,0.996
9217000,0.996
9218000,0.994
9219000,0.994
9220000,0.988
9221000,0.998
9222000,0.998
9223000,0.997
9224000,0.995
9225000,0.995
9226000,0.989
9227000,0.998
9228000,0.997
9229000,0.998
9230000,0.996
9231000,0.991
9232000,0.993
9233000,0.992
9234000,0.996
9235000,0.997
9236000,0.992
9237000,0.995
9238000,0.986
9239000,0.991
9240000,0.991
9241000,0.994
9242000,0.995
9243000,0.99
9244000,0.993
9245000,0.997
9246000,0.994
9247000,0.994
9248000,0.991
9249000,0.996
9250000,0.994
9251000,0.996
9252000,0.994
9253000,0.998
9254000,0.988
9255000,0.996
9256000,0.995
9257000,0.99
9258000,0.992
9259000,0.993
9260000,0.994
9261000,0.995
9262000,0.994
9263000,0.99
9264000,0.995
9265000,0.998
9266000,0.995
9267000,0.994
9268000,0.996
9269000,0.994
9270000,0.992
9271000,0.991
9272000,0.994
9273000,0.99
9274000,0.995
9275000,0.99
9276000,0.996
9277000,0.993
9278000,0.992
9279000,0.995
9280000,0.995
9281000,0.989
9282000,0.995
9283000,0.993
9284000,0.995
9285000,0.993
9286000,0.989
9287000,0.99
9288000,0.992
9289000,0.995
9290000,0.997
9291000,0.995
9292000,0.995
9293000,0.997
9294000,0.996
9295000,0.995
9296000,0.989
9297000,0.998
9298000,0.989
9299000,0.993
9300000,0.995
9301000,0.997
9302000,0.995
9303000,0.994
9304000,0.994
9305000,0.989
9306000,0.994
9307000,0.995
9308000,0.992
9309000,0.991
9310000,0.996
9311000,0.996
9312000,0.998
9313000,0.992
9314000,0.992
9315000,0.995
9316000,0.991
9317000,0.994
9318000,0.99
9319000,0.997
9320000,0.995
9321000,0.991
9322000,0.994
9323000,0.993
9324000,0.995
9325000,0.994
9326000,0.995
9327000,0.99
9328000,0.996
9329000,0.997
9330000,0.99
9331000,0.993
9332000,0.994
9333000,0.991
9334000,0.995
9335000,0.989
9336000,0.995
9337000,0.997
9338000,0.99
9339000,0.992
9340000,0.995
9341000,0.992
9342000,0.996
9343000,0.995
9344000,0.994
9345000,0.995
9346000,0.996
9347000,0.985
9348000,0.995
9349000,0.996
9350000,0.996
9351000,0.989
9352000,0.994
9353000,0.992
9354000,0.994
9355000,0.998
9356000,0.992
9357000,0.991
9358000,0.994
9359000,0.993
9360000,0.994
9361000,0.995
9362000,0.994
9363000,0.995
9364000,0.991
9365000,0.996
9366000,0.99
9367000,0.997
9368000,0.994
9369000,0.994
9370000,0.993
9371000,0.997
9372000,0.991
9373000,0.992
9374000,0.993
9375000,0.997
9376000,0.993
9377000,0.996
9378000,0.997
9379000,0.996
9380000,0.992
9381000,0.994
9382000,0.995
9383000,0.99
9384000,0.996
9385000,0.993
9386000,0.992
9387000,0.995
9388000,0.994
9389000,0.991
9390000,0.996
9391000,0.996
9392000,0.994
9393000,0.994
9394000,0.992
9395000,0.991
9396000,0.994
9397000,0.998
9398000,0.993
9399000,0.994
9400000,0.99
9401000,0.996
9402000,0.997
9403000,0.996
9404000,0.993
9405000,0.991
9406000,0.993
9407000,0.996
9408000,0.996
9409000,0.993
9410000,0.997
9411000,0.991
9412000,0.994
9413000,0.995
9414000,0.996
9415000,0.996
9416000,0.993
9417000,0.997
9418000,0.994
9419000,0.999
9420000,0.999
9421000,0.992
9422000,0.991
9423000,0.995
9424000,0.99
9425000,0.993
9426000,0.987
9427000,0.995
9428000,0.995
9429000,0.987
9430000,0.986
9431000,0.99
9432000,0.995
9433000,0.995
9434000,0.993
9435000,0.995
9436000,0.995
9437000,0.995
9438000,0.995
9439000,0.995
9440000,0.995
9441000,0.998
9442000,0.997
9443000,0.994
9444000,0.994
9445000,0.993
9446000,0.996
9447000,0.993
9448000,0.995
9449000,0.996
9450000,0.997
9451000,0.998
9452000,0.995
9453000,0.996
9454000,0.992
9455000,0.991
9456000,0.995
9457000,0.997
9458000,0.993
9459000,0.996
9460000,0.992
9461000,0.996
9462000,0.993
9463000,0.993
9464000,0.994
9465000,0.995
9466000,0.996
9467000,0.996
9468000,0.988
9469000,0.992
9470000,0.993
9471000,0.993
9472000,0.988
9473000,0.993
9474000,0.996
9475000,0.989
9476000,0.994
9477000,0.992
9478000,0.991
9479000,0.996
9480000,0.991
9481000,0.991
9482000,0.993
9483000,0.992
9484000,0.993
9485000,0.992
9486000,0.995
9487000,0.993
9488000,0.991
9489000,0.994
9490000,0.994
9491000,0.99
9492000,0.992
9493000,0.992
9494000,0.994
9495000,0.992
9496000,0.997
9497000,0.995
9498000,0.995
9499000,0.991
9500000,0.996
9501000,0.994
9502000,0.993
9503000,0.996
9504000,0.995
9505000,0.991
9506000,0.996
9507000,0.996
9508000,0.993
9509000,0.997
9510000,0.994
9511000,0.998
9512000,0.994
9513000,0.995
9514000,0.994
9515000,0.997
9516000,0.994
9517000,0.991
9518000,0.993
9519000,0.995
9520000,0.998
9521000,0.989
9522000,0.99
9523000,0.995
9524000,0.997
9525000,0.99
9526000,0.994
9527000,0.993
9528000,0.992
9529000,0.994
9530000,0.991
9531000,0.994
9532000,0.99
9533000,0.994
9534000,0.994
9535000,0.996
9536000,0.996
9537000,0.995
9538000,0.996
9539000,0.995
9540000,0.992
9541000,0.997
9542000,0.994
9543000,0.993
9544000,0.992
9545000,0.992
9546000,0.992
9547000,0.996
9548000,0.995
9549000,0.995
9550000,0.994
9551000,0.993
9552000,0.996
9553000,0.994
9554000,0.989
9555000,0.994
9556000,0.996
9557000,0.991
9558000,0.993
9559000,0.991
9560000,0.99
9561000,0.99
9562000,0.994
9563000,0.99
9564000,0.993
9565000,0.992
9566000,0.999
9567000,0.994
9568000,0.994
9569000,0.99
9570000,0.995
9571000,0.991
9572000,0.992
9573000,0.995
9574000,0.991
9575000,0.995
9576000,0.996
9577000,0.994
9578000,0.996
9579000,0.993
9580000,0.994
9581000,0.998
9582000,0.992
9583000,0.993
9584000,0.992
9585000,0.992
9586000,0.992
9587000,0.991
9588000,0.996
9589000,0.994
9590000,0.996
9591000,0.995
9592000,0.993
9593000,0.994
9594000,0.993
9595000,0.994
9596000,0.997
9597000,0.99
9598000,0.99
9599000,0.997
9600000,0.993
9601000,0.991
9602000,0.993
9603000,0.994
9604000,0.993
9605000,0.993
9606000,0.994
9607000,0.993
9608000,0.998
9609000,0.995
9610000,0.996
9611000,0.993
9612000,0.99
9613000,0.988
9614000,0.994
9615000,0.997
9616000,0.99
9617000,0.992
9618000,0.992
9619000,0.995
9620000,0.994
9621000,0.996
9622000,0.993
9623000,0.996
9624000,0.996
9625000,0.995
9626000,0.996
9627000,0.993
9628000,0.994
9629000,0.992
9630000,0.995
9631000,0.994
9632000,0.995
9633000,0.996
9634000,0.991
9635000,0.996
9636000,0.998
9637000,0.994
9638000,0.995
9639000,0.996
9640000,0.998
9641000,0.988
9642000,0.993
9643000,0.993
9644000,0.997
9645000,0.994
9646000,0.996
9647000,0.996
9648000,0.993
9649000,0.997
9650000,0.99
9651000,0.993
9652000,0.994
9653000,0.994
9654000,0.996
9655000,0.99
9656000,0.995
9657000,0.993
9658000,0.993
9659000,0.997
9660000,0.995
9661000,0.993
9662000,0.993
9663000,0.996
9664000,0.995
9665000,0.993
9666000,0.995
9667000,0.992
9668000,0.991
9669000,0.995
9670000,0.996
9671000,0.994
9672000,0.995
9673000,0.996
9674000,0.995
9675000,0.996
9676000,0.994
9677000,0.991
9678000,0.993
9679000,0.994
9680000,0.991
9681000,0.997
9682000,0.994
9683000,0.994
9684000,0.992
9685000,0.99
9686000,0.992
9687000,0.994
9688000,0.992
9689000,0.995
9690000,0.99
9691000,0.995
9692000,0.995
9693000,0.988
9694000,0.995
9695000,0.996
9696000,0.992
9697000,0.99
9698000,0.996
9699000,0.991
9700000,0.995
9701000,0.99
9702000,0.998
9703000,0.99
9704000,0.996
9705000,0.992
9706000,0.995
9707000,0.994
9708000,0.992
9709000,0.996
9710000,0.994
9711000,0.987
9712000,0.996
9713000,0.995
9714000,0.988
9715000,0.992
9716000,0.994
9717000,0.997
9718000,0.99
9719000,0.993
9720000,0.996
9721000,0.993
9722000,0.996
9723000,0.992
9724000,0.994
9725000,0.992
9726000,0.991
9727000,0.997
9728000,0.995
9729000,0.992
9730000,0.994
9731000,0.993
9732000,0.997
9733000,0.996
9734000,0.993
9735000,0.997
9736000,0.995
9737000,0.99
9738000,0.99
9739000,0.991
9740000,0.997
9741000,0.992
9742000,0.993
9743000,0.993
9744000,0.99
9745000,0.995
9746000,0.994
9747000,0.997
9748000,0.991
9749000,0.993
9750000,0.993
9751000,0.991
9752000,0.989
9753000,0.993
9754000,0.991
9755000,0.991
9756000,0.994
9757000,0.989
9758000,0.996
9759000,0.994
9760000,0.994
9761000,0.996
9762000,0.993
9763000,0.989
9764000,0.99
9765000,0.991
9766000,0.988
9767000,0.994
9768000,0.994
9769000,0.993
9770000,0.994
9771000,0.994
9772000,0.994
9773000,0.991
9774000,0.992
9775000,0.994
9776000,0.994
9777000,0.991
9778000,0.991
9779000,0.997
9780000,0.993
9781000,0.991
9782000,0.996
9783000,0.996
9784000,0.991
9785000,0.999
9786000,0.992
9787000,0.99
9788000,0.996
9789000,0.992
9790000,0.993
9791000,0.991
9792000,0.997
9793000,0.996
9794000,0.992
9795000,0.991
9796000,0.994
9797000,0.997
9798000,0.991
9799000,0.996
9800000,0.994
9801000,0.9945
9802000,0.994
9803000,0.998
9804000,0.995
9805000,0.991
9806000,0.99
9807000,0.991
9808000,0.995
9809000,0.989
9810000,0.991
9811000,0.998
9812000,0.993
9813000,0.995
9814000,0.992
9815000,0.9945
9816000,0.996
9817000,0.993
9818000,0.995
9819000,0.994
9820000,0.997
9821000,0.991
9822000,0.998
9823000,0.995
9824000,0.993
9825000,0.992
9826000,0.995
9827000,0.993
9828000,0.995
9829000,0.988
9830000,0.995
9831000,0.989
9832000,0.992
9833000,0.991
9834000,0.996
9835000,0.993
9836000,0.992
9837000,0.993
9838000,0.996
9839000,0.992
9840000,0.992
9841000,0.994
9842000,0.989
9843000,0.994
9844000,0.997
9845000,0.996
9846000,0.994
9847000,0.995
9848000,0.99
9849000,0.998
9850000,0.993
9851000,0.993
9852000,0.992
9853000,0.995
9854000,0.995
9855000,0.996
9856000,0.997
9857000,0.991
9858000,0.994
9859000,0.993
9860000,0.993
9861000,0.994
9862000,0.995
9863000,0.995
9864000,0.994
9865000,0.992
9866000,0.993
9867000,0.992
9868000,0.996
9869000,0.996
9870000,0.994
9871000,0.994
9872000,0.996
9873000,0.989
9874000,0.995
9875000,0.991
9876000,0.997
9877000,0.995
9878000,0.995
9879000,0.993
9880000,0.994
9881000,0.993
9882000,0.996
9883000,0.996
9884000,0.992
9885000,0.995
9886000,0.995
9887000,0.995
9888000,0.996
9889000,0.996
9890000,0.997
9891000,0.993
9892000,0.995
9893000,0.997
9894000,0.994
9895000,0.995
9896000,0.989
9897000,0.992
9898000,0.991
9899000,0.991
9900000,0.996
9901000,0.996
9902000,0.991
9903000,0.996
9904000,0.992
9905000,0.997
9906000,0.995
9907000,0.996
9908000,0.994
9909000,0.996
9910000,0.997
9911000,0.993
9912000,0.991
9913000,0.998
9914000,0.997
9915000,0.994
9916000,0.996
9917000,0.994
9918000,0.996
9919000,0.994
9920000,0.991
9921000,0.992
9922000,0.994
9923000,0.995
9924000,0.995
9925000,0.995
9926000,0.998
9927000,0.99
9928000,0.997
9929000,0.99
9930000,0.987
9931000,0.995
9932000,0.991
9933000,0.993
9934000,0.994
9935000,0.995
